workflow,package_index,section,chars,tokens_est,section_tokens,pct_of_prompt,cost_usd,quality_roi,static_or_dynamic,calibration,notes
Weekly Strategy,strategy,Product Brain,2257,565,565,9.59,0.000315,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,10,unallocated_missing_context,0,0,2925,56.09,0.122455,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Creative Critic,10,System Prompt,373,94,28,0.80,0.000246,Critical,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Scoring Instructions,59,15,4,0.11,0.000035,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Strategy Item,886,222,66,1.88,0.000579,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Scoring Instructions,262,66,19,0.54,0.000167,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,4581,1146,344,9.81,0.003020,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,4426,1107,332,9.47,0.002915,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,5016,1254,377,10.75,0.003310,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,4693,1174,353,10.07,0.003099,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,4859,1215,365,10.41,0.003205,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,5028,1257,378,10.78,0.003319,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,5381,1346,405,11.55,0.003556,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,5262,1316,396,11.29,0.003477,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Selected Directions / Concepts,5157,1290,388,11.07,0.003407,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,10,Output JSON Shape,677,170,51,1.45,0.000448,Useful,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Presentation Generation,10,System Prompt,349,88,88,0.35,0.000448,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Product Brain,2257,565,565,2.23,0.002874,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Hard Constraints,244,61,61,0.24,0.000310,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Pain Points,1667,417,417,1.65,0.002121,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Proof Pool,819,205,205,0.81,0.001043,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Scenario Pool,2338,585,585,2.31,0.002976,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Website Rules,1506,377,377,1.49,0.001918,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Funnel Asset Policy,348,87,87,0.34,0.000443,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Strategy Item,163,41,41,0.16,0.000209,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Creative Directive / Safety,906,227,227,0.90,0.001155,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Creative Directive / Safety,624,156,156,0.62,0.000794,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Package Diversity,707,177,177,0.70,0.000900,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Attention First,1146,287,287,1.13,0.001460,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Creative Candidate,9094,2274,2274,8.99,0.011569,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Creative DNA,2142,536,536,2.12,0.002727,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Content Quality,1413,354,354,1.40,0.001801,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Hook V2,1289,323,323,1.28,0.001643,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Visual Creative Rules,544,136,136,0.54,0.000692,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Visual Creative Rules,6694,1674,1674,6.62,0.008516,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Available Assets,3443,861,861,3.40,0.004380,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Asset Evidence,440,110,110,0.43,0.000560,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Smart Asset Rules,1682,421,421,1.66,0.002142,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Presentation Block,9540,2385,2385,9.43,0.012133,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Visual Scene Plan,975,244,244,0.96,0.001241,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Asset Library Rules,644,161,161,0.64,0.000819,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Platform Style,578,145,145,0.57,0.000738,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Platform Style,2611,653,653,2.58,0.003322,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,Task / Output JSON Shape,2224,556,556,2.20,0.002829,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,10,unallocated_missing_context,0,0,11182,44.22,0.056887,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction,11,System Prompt,341,86,86,3.01,0.001240,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Unlabelled Prompt,73,19,19,0.66,0.000274,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Product Brain,1897,475,475,16.61,0.006848,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Strategy Item,168,42,42,1.47,0.000605,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Run Context,160,40,40,1.40,0.000577,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Anti-Repetition / Recent Memory,159,40,40,1.40,0.000577,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Direction Definition,448,112,112,3.92,0.001615,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Hard Constraints,476,119,119,4.16,0.001716,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,Output JSON Shape,507,127,127,4.44,0.001831,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction,11,unallocated_missing_context,0,0,1799,62.92,0.025935,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Direction Evaluation,11,System Prompt,275,69,69,2.21,0.000912,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Unlabelled Prompt,72,18,18,0.58,0.000238,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Strategy Item,683,171,171,5.47,0.002259,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Anti-Repetition / Recent Memory,44,11,11,0.35,0.000145,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Scoring Instructions,155,39,39,1.25,0.000515,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1195,299,299,9.57,0.003951,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1287,322,322,10.31,0.004255,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1285,322,322,10.31,0.004255,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1359,340,340,10.88,0.004492,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1328,332,332,10.63,0.004387,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1410,353,353,11.30,0.004664,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Selected Directions / Concepts,1435,359,359,11.49,0.004743,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,Output JSON Shape,535,134,134,4.29,0.001771,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Direction Evaluation,11,unallocated_missing_context,0,0,355,11.36,0.004691,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Ideation,11,System Prompt,240,60,60,1.06,0.002256,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Unlabelled Prompt,182,46,46,0.81,0.001729,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Product Brain,1925,482,482,8.50,0.018120,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Strategy Item,168,42,42,0.74,0.001579,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Run Context,194,49,49,0.86,0.001842,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Available Assets,250,63,63,1.11,0.002368,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Anti-Repetition / Recent Memory,140,35,35,0.62,0.001316,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Selected Directions / Concepts,77,20,20,0.35,0.000752,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Selected Directions / Concepts,924,231,231,4.07,0.008684,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Selected Directions / Concepts,944,236,236,4.16,0.008872,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Selected Directions / Concepts,852,213,213,3.76,0.008007,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Selected Directions / Concepts,982,246,246,4.34,0.009248,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Hard Constraints,1243,311,311,5.49,0.011691,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,Output JSON Shape,1398,350,350,6.17,0.013157,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Ideation,11,unallocated_missing_context,0,0,3286,57.95,0.123529,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
Creative Critic,11,System Prompt,373,94,29,0.77,0.000225,Critical,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Scoring Instructions,59,15,4,0.11,0.000031,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Strategy Item,886,222,70,1.86,0.000543,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Scoring Instructions,262,66,20,0.53,0.000155,Unknown,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5255,1314,418,11.12,0.003240,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5378,1345,428,11.38,0.003318,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5470,1368,435,11.57,0.003372,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5672,1418,451,11.99,0.003496,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5562,1391,443,11.78,0.003434,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5691,1423,453,12.05,0.003511,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,5798,1450,462,12.29,0.003581,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Selected Directions / Concepts,6198,1550,493,13.11,0.003821,Critical,dynamic,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Creative Critic,11,Output JSON Shape,677,170,54,1.44,0.000419,Useful,static,scaled_down_to_telemetry,Measured chars / 4; never scaled upward.
Presentation Generation,11,System Prompt,349,88,88,0.34,0.000440,Critical,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Product Brain,2257,565,565,2.17,0.002827,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Hard Constraints,244,61,61,0.23,0.000305,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Pain Points,1667,417,417,1.60,0.002086,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Proof Pool,819,205,205,0.79,0.001026,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Scenario Pool,2338,585,585,2.24,0.002927,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Website Rules,1506,377,377,1.45,0.001886,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Funnel Asset Policy,348,87,87,0.33,0.000435,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Strategy Item,163,41,41,0.16,0.000205,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Creative Directive / Safety,906,227,227,0.87,0.001136,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Creative Directive / Safety,624,156,156,0.60,0.000781,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Package Diversity,711,178,178,0.68,0.000891,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Attention First,1146,287,287,1.10,0.001436,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Creative Candidate,10045,2512,2512,9.63,0.012568,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Creative DNA,2333,584,584,2.24,0.002922,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Content Quality,1413,354,354,1.36,0.001771,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Hook V2,1289,323,323,1.24,0.001616,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Visual Creative Rules,544,136,136,0.52,0.000680,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Visual Creative Rules,6694,1674,1674,6.42,0.008375,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Available Assets,3443,861,861,3.30,0.004308,Critical,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Asset Evidence,440,110,110,0.42,0.000550,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Smart Asset Rules,1682,421,421,1.61,0.002106,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Presentation Block,9540,2385,2385,9.15,0.011933,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Visual Scene Plan,975,244,244,0.94,0.001221,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Asset Library Rules,644,161,161,0.62,0.000806,Unknown,dynamic,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Platform Style,578,145,145,0.56,0.000725,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Platform Style,2611,653,653,2.50,0.003267,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,Task / Output JSON Shape,2224,556,556,2.13,0.002782,Useful,static,measured_plus_unallocated_missing_context,Measured chars / 4; never scaled upward.
Presentation Generation,11,unallocated_missing_context,0,0,11680,44.80,0.058438,Unknown,dynamic,measured_plus_unallocated_missing_context,Exact telemetry exceeds reconstructed text; likely persisted visual/attention/identity/medium context.
